Proportion(%),Working_years(y),Parental_leave(%),Overtime_hours(h),Annual_leave(%),Management_proportion(%)
,17,,,,
25.8,18.1,100,,,17.6
,,,,,14.9
,,,,,
,,,,52.5,
,,,,,
39.2,10.4,,,,
40.6,9.8,100,3,,9.3
,,,19,,0
3,1,0,16.5,44,50
28,,100,,,
,6.6,,,,
,,,,,7.1
,10.8,,8,61.6,4.6
22.6,6.2,100,15.5,61.9,0
,10.1,,,,
4.3,11.4,100,4.4,80,3.7
,,,,,
,13,,9.7,,3
7.6,,,9.9,,
,,,,63.5,
12.7,5.8,100,22.5,49.9,0
66.2,,,18.2,,
8.5,,100,,83.8,
51,9.2,,6.6,,0
,,,8.7,,
4.7,4.2,,,61.9,0
,,,,,
18.6,8.9,100,12.4,60.5,4.3
,0,,,,
25.9,19,100,14.8,100,4.9
37.9,13.7,100,12,41.3,14.6
,,,,,
,5.2,,27.5,,26.1
,,,,,
,,,,,
48,,,,,
,,,35,,
,,,,,
,,,,,
4,,100,,71,0
,,,,,
14.6,11,,,,
13.2,17.7,100,18.5,97.6,1
28.4,12.5,100,19.4,72,3.4
,,100,,,
,,,,,
,,,,,
73,,0,,,
,11.3,80,13.6,,3.4
39.8,11.1,100,17.3,71.9,8.3
,11.6,,28.7,72.5,3
,,,,,
66.7,,,11,,
30.9,15.1,,,,7.8
,,,20.2,,47
,,,,,
7.3,11.3,100,23.3,55.4,0.5
16,9.2,102,21.6,61.8,8.4
,,,24.2,,4.9
,11,,,,
23.5,14.4,,,,7.2
39.7,11.5,,,,11.8
36,9.5,,,,19
,,,,,0
8.8,10,,24,81.8,
,,,,,
36.5,,,,74.3,24.7
49.9,22.7,,,,17.8
30,9.1,,14.4,,0
26,10.5,,5.2,59.6,7.5
52,5.1,,,,
,,,,,13
29.8,11,,22.4,,3.8
30.1,,100,,,5.8
14.1,8.4,100,19.9,27.2,1.7
,,,,67,14.5
,2,,,,
,,,,,
34.3,9,,,,26.7
,,,,,
55.5,2.8,0,3.2,0,0
27.8,,,22,,
,,,4.9,,
,,,,,
27.2,5.5,100,5.2,44.6,1.9
,4.4,,,,
,,,,,
8,17,100,28,57,1.4
13.9,16.1,,,71.1,
0.2,,,,77.1,
13.9,16.1,,,71.1,
,14.8,,14.6,,
,,,,84.1,3
13.9,,,,72.6,
,,,,,3
83,5.3,,8,77.5,44.4
,,,10,,0
16.7,4.4,100,20.8,25.4,0
,,,,,6.7
,5.4,,3.8,84.9,15.6
,11,100,22.4,,9.6
37.1,5.5,100,16.8,58.7,12.5
45,10.6,,,,
,,100,,,26
51.9,12.7,100,10.8,72.9,9.5
88.7,10.6,,3.5,,47.1
,,,,65.8,32.4
35,13.4,,,,
99.3,13.5,100,20,64.4,66.6
4.3,4.6,100,6.3,25.5,0.6
,,,,49.4,14.3
,,,,50,21.7
,,,,,25
7.1,,,,,0.5
,,,12.9,,2.8
69.8,5.9,,14.3,,45.8
29,,,,61,26.1
52,,100,,,
,,,,,
16.6,17.7,100,16.9,69,9.2
24.5,11.8,100,9,63,9.4
,,,,,
,,,,,
,,,,,
,10.6,,,,
9,14.4,,4.5,41,
,,,,,
,,,,,
,,,,,
,14.9,,,,
,,,,,
17.6,12.5,100,14.6,,3.7
,,,23.5,75.4,
,,,,,
,,,7,,
,19.6,,8.4,58,0.4
,,,,,
,,,,,
,,,12.1,41.9,0
33,6.7,100,28,24,10.3
43,11.7,100,,60.9,22.2
,,,,,
,,,,,
28,0,,,,18.9
5,,,,50.1,
,,100,24.2,,5.4
,,,,,
,,,,,
,,,,,
27.6,18.4,100,10.2,72,6.1
,14.1,,,,13.8
35.1,,,,,
12.4,19.1,,23.8,,1.7
89,3.9,100,4.4,,69.6
28,5.5,,16,,
,,,,,
,,,,,57.1
42.1,9,100,10.5,78.9,13
,,,,,
,,,,,
4.2,21,100,16,56.4,4.2
,,,,,
6.5,8.1,,,62,1.5
22.4,9.2,100,21.4,54.1,6
18.4,6.6,100,16.1,51.7,4.8
,,,,,
11.3,11.2,100,10.2,71.4,9.1
,,,,,
52.1,14,100,0.5,57.8,25.7
60,5,0,35,3,30
17,,,,,
,,,,,
27,10.2,100,7.4,50,6
36,7,100,18.9,,8
23.5,11.6,,24.4,61.5,7.3
34.4,6.6,,,,7
,,,,,
,,,,,
17.9,7.4,100,23.3,82.3,2.3
,,,,,
,,,,,
,,,,,
1.9,11,0,12.5,45.8,
19,,,0.8,,
7.3,19.6,,,74.5,0.9
26.6,24.1,94.3,20,81,5.2
20.5,24,100,20.8,77.5,4.5
23.5,22.9,100,21.9,72,4.6
25.6,23.5,100,21.8,76,2.6
,,,,,
,23,100,,,15.9
,,,,,
,,,,,
,,100,,,6
73.6,,100,1.6,74.2,41.9
17,,,8,,
,,,,,
,17.7,,,,50
,,,,,
21,8,100,10,,2
,,,,,
,,,,,
40,21,100,1,57.4,8
37.3,8,,0.7,47.4,
,,,,,
11.5,19.1,100,22.2,62.7,1.6
,,,,,7.7
,,,,,
,,100,,,0
56,,,,,
23.3,10.3,,,,0.9
,,,,,
,,,,,
,,,,,
,,,,,
30.6,10.9,,,,
7.5,5.7,100,14.4,56.1,1.7
32.7,10.5,100,18,39,9.7
,,,,,
,,,,,
10,15,10,30,,17
,,,,,
,,,,,
31.8,,,,,
,,,,,50
12,,,,,
10.2,37.6,5,20.3,,2.6
43,12.9,100,11.4,69.7,33
,17.3,,6.8,,20.5
62,9.5,100,10,,25
21.2,8.1,,6.4,,
13.3,10.9,100,10.4,68.1,7.4
67,17,,,,25
,7.6,,2.3,,59.4
,,,,,
,,,,,
16,6,100,22,59.9,1.3
13.3,8.7,100,,55.4,0
,,,,,
19.3,12.2,100,23.4,43.9,8.2
17.3,9.4,100,35.1,43.6,11.8
,,,,,
,,,,,
,,,,,
,,,,,
20,6,,20,10,0
100,14.2,,0.3,,
0,6,,7,,0
,,,,,
,,,,,14.6
,,,,,
,,,,,
17.6,12.7,100,20.2,60.4,
35,,,4.6,,
,,,,,0
,6.5,,,,
,,,,,33
,6.5,,21.2,,13.3
,,,,,
10.2,12.2,100,,48.3,33
34.4,,,,,52.1
71.3,,,,65,
6,2.1,,22.9,38.3,
26.8,9.2,,,,0
,,,30.5,,4.7
6.3,18,,9.6,,3.3
,,,,,
,,,,,
,,,,,
,17,,21.6,,0.9
10,,,,,
,,,,,0.9
,,,,,1.4
,,,,,
,,,,,
,,,,,
9.1,,,,,
,,,,,
,20,,,62.5,2.7
9.3,18.1,,,,
14.8,20.7,,10.2,,5.2
,,,,,
,22.1,,,,
,19,,,,0
,,,,,
,,,,,
,,,,,
0,,,15,37,33
,27.1,100,,56.6,1.1
,,,,,
,23.1,,24.6,,0
,,,22,,
24.6,23.1,,26.3,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,50
65,4.5,2,10,25,20
100,,,,,
,,,,,17
,,,,,0
14,10.9,100,,,4
,,,,,
,,,14,,0
,,,,,
8,3.7,,11.1,43.4,
,,,,,
64,12.6,0,8,40,0
,,,,,
,,,,,
,,,,,
50,15,,,,
85.2,10.8,100,2,25,100
22.1,,,2,,
73,,0,,,
25,,,,,
21,1.8,0,10.2,,
,14,,16,79.2,1.4
,,,,,
,,,,,
,9.6,,,,
21.7,,,10.5,,6.3
30.6,12.1,,,,9.1
,,,,,
,15.3,,,,
18.6,,100,,,
,,,,,
22.8,,,,,
,9.1,,,,
29,,,,,0
6.9,10.7,100,24.3,69.6,
,7.2,,19.1,,1.3
11.8,18,,,,
,12.9,,16,75,
13.3,12.7,0,10.9,62.3,1
23.3,20.4,100,10.4,,5
,,,8,,0
,,,,,
8.9,14,,,,2.4
2,18.7,100,,,
,,,,,
33.9,8.6,,,,8.8
,,,,,20
,,,11.2,,0
57.8,,100,,,0
52.7,,100,,,10.2
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
17.9,11.4,,,,7.1
,,,,87.2,
16.8,,,,,12
,,,21.6,75,3
,,,,,
,,,,,
56.3,,,6.5,,10.4
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
50,,,,,
,,,,,
28.3,16.9,100,8.4,45.6,15.5
,,,,,50
,,,,,
,17.1,,8.7,,2.3
,14.5,,9.1,36.8,
,,,,,
,,,12.2,,
,,,16,,
,,,,,5
18.6,19.5,94.1,4.6,70.2,3
27.2,10.3,,13,,
,7.3,,21.6,,2.8
15.4,6.6,100,9.5,59.8,5.4
30.3,13.9,10,0.8,17,
61,7.6,,,,11
23.9,11.2,100,19.6,56.7,6.3
,,,,,
,,,,,
,,,,,
,,,25.2,,1.4
,6,0,,51,13.6
,,,,,
,,,,,
,,,,,
21.4,5,,21.9,,0
19.6,10,100,9,38,1
12.6,21,0,,,0
,,,18.1,,
21.1,16.4,,16.3,61.1,7.3
,,,,,
,22.1,,0,,4.3
,,,,,
,,,,,
,18.4,,2.6,,28.8
,,,,,
,,,,,
,,,,,
23.8,11.5,,7.5,,25.4
,,,,,
45.6,10.6,100,16,,17.9
14.9,4.6,,,,
,12.7,,,,
,,,,,
,,,,,
15,,,,,
,,,,,
46.8,5.6,,5.1,65.1,10
13,22.5,100,20.5,,3
11.4,16.2,100,10.7,71.5,2.1
,,,,,
,,,,42.9,0
,,,,,
4,19.2,,16.7,63.7,1.7
22.8,22.7,100,24.2,58.2,
46,,,8.7,,4.5
32,15,2.2,5,45,9.6
100,5.1,,,,
,5.7,,40.6,0.3,
,,100,,,
,,,32.8,,
,,,9,,
,,,,,
,9.1,100,27.3,,
3,27,,36.5,3,3
83.7,4.7,,,,62.5
,15.1,,,,
14.2,15.5,100,16.6,64,6.2
,,,25,81.6,
,,,,63.8,
18.9,9.8,100,16.2,44.7,0
15.5,6.5,100,12.2,27.5,4.8
28.7,11.1,100,14.9,,3.1
14.1,16.4,100,6.2,57.2,3.5
,,,,,44.4
,11.9,,,70.2,
,10.9,,27.9,61.9,1.5
,,,,,26.9
,,,,,
,,,,,
,,,,,
45,,,,,
,17.2,,8.8,,4.5
,17.1,,,,
,,,20,41,
11,,0,28.1,,5.6
15.4,10.5,,24,44.5,0
33.2,11.9,100,16.2,44,10.8
,,,,,
,11,,,,50
,,,,,
14.2,12,,25.5,40.9,0.6
,,,,,
,8.8,,8,,
,,,23.4,,0
,13.9,100,17.4,,1.8
7.7,15.3,,,,6.9
,,,,,
,,,,,
26.6,12.9,100,12.6,42,9.6
,,,,,
17,,100,,,
,,,,55.7,
37.3,11.7,100,21.1,62.8,5.5
27.5,16.5,86,27.9,54.4,0.5
,20,100,20.5,10.4,
28.8,13.4,91.3,19.4,,3.2
,,,,,
,,,,,
40.4,,,,,
,21,,,,
12.8,17.1,400,5.6,56.1,6.2
,13.5,,,66.7,5.3
17.3,7.5,,35,58.8,6.1
,11.1,,24,47.2,0
6.9,16.6,,,,2
30.1,21.9,100,26.4,68,12.2
5.1,7.2,100,36.6,55.9,1.9
,15.2,,13.3,8.8,0
,,,,,5.2
,,,,46.2,
,,,,,
,,,,,
93,8.5,,2,,100
,,,,,
27.1,16.9,100,9.4,64,3.1
,9.8,100,,63,4.5
1.1,10.6,,4.5,61.2,2.9
19.9,7.6,,17.1,56.5,3.3
,,,,,
,,,,,
,,,,,0
,,,7.5,,
,,,,,
,,,,,
,,,,,
19.9,12.8,100,17.2,57,6.7
22.3,16,100,10,45,0
,,,12.5,,
5.6,23.3,,9.1,78,5.6
,9.4,,28.8,,
,,,,,
,28.5,,21.6,74.4,2.5
,,,,87.8,0
18.2,21,100,14.2,87.3,18.2
58,,,,,
,,,,,
,,,,,
0,,,6.4,,25
12.5,9,,,,4
,,,,,
25,,,,,11
6.6,,105.9,7.5,66.8,18.1
,,,,,
12,11.5,,,,11
55.9,12.1,,8.9,65.3,50
,,,,,
,,,,,
12,,,,53.7,
,,,,,
,,,,,
28.7,3.7,,,,
32.4,8.5,,24.9,63.8,10.8
,,,,,
,,100,8.5,,2.5
100,,,,,
,,,,,
,9.9,,3.8,,
,,,,,
50,5,0,20,,0
6.6,3,,40,,0
,,,,,
,,,,,
70,,0,,,
,,,22,,
,,,8.3,,2.2
3.2,,,,,
,,,,,
100,33,0,,95,
,18.8,,,,
,,,,,
,,,,,
40,1.5,,16.5,,7
,,,,,
62.1,10.1,90,,,55.5
62.1,21,100,4.5,40,14.3
,11.5,,,,5
76.3,,100,10,65,56
,6,,,,41.7
,28.6,,,,100
,,,,,
,,,,,
66,,,,,
6,,,,,0
,,,,,
,,,,,
,,,,,
,,,,,
,,,,53.6,
,21.6,,,,
42.9,15.7,100,8.5,60.2,17.3
,,,,,14.3
22.6,9.9,,,,
,8.1,,7,,7.1
,,,,,
9.7,16.7,100,11.3,71.2,4.1
56.7,,,,42.6,
69.4,7.7,,,,
,10.8,,,,57.9
,,,,,
,,,0.3,,50
,9.7,100,2.5,84.8,59.6
,,,,52.5,52.9
,11.3,100,,,
100,,,,,
,,,2,,0
50,1.8,0,0,10,0
,,,,,
,,,,,
,,,,,
,,,,85.4,
,,,,,
,,,,,
,,,,,
,,,5,,50
,,,,,
100,7,100,,,53.8
,,,,,
90,,,,85,
,,,,,
,,,,,
,,,,,0
,,,10,,0
,,,,,
,,,,,
,,,,,
,,,,,
68.8,10.9,100,4,68.3,68.8
60,,,13,,
5.9,16,,,69.1,2
,11.2,,,,7
,,,,,
,,,,,
68,8,100,3,70,68
3.4,6.8,,,,1.4
,,,15.4,,4.4
25,12,100,18,62,0
,0,,,,0
,,,,,
,,,,,
46.4,8,100,6,33.5,18.7
17.8,20,,,,
,,,,,
43,11.5,100,25,33,50
,,,,,
20.4,,100,19.7,58.2,5.5
18.6,9.1,0,,,0
,,,,,
,,,,,
,,,,,
,,,,,
,,100,,,
,15.7,,,,
50,3.2,0,6.1,56,20
,,,0.5,,47.4
30.7,,100,,,8.7
29.2,10,100,,74.4,10
28,9,7,,,10
,8.8,,17.4,,50
42,10.2,0,5,36,0
,,,15,,0
14.8,8.4,100,17.8,32.2,2.6
,,,,,
50,,,,,
,,,,,
,,,,37,
,,,,,0
,,,,,
,12,,6,,10.8
,,,,,
8.6,12.3,,21.2,45,3.3
41.3,12.2,,,,
8.7,4.6,0,11.3,38.1,6.1
15,9.5,100,19.1,,3.3
,27.3,,,80.3,
,20.9,,,83,
,,,,,
42.9,8.9,100,13,64.7,
33.3,7.5,,11,49.5,0
,,,,,
27,10.4,100,14.5,,20
,,,,,
,,,12,,
,,,,,
,,,,,
8.2,12.3,100,12.3,65,5.7
,4,,10.6,66,9.5
,,,,,
36,14,100,,,9.4
,,,,,
84.6,,,3.5,,68.2
22.7,2.8,,,55.2,4.5
16.2,,,,62,1.8
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
36.2,11.7,100,20.1,58.8,8.1
7.6,,100,,39.5,0.9
,,,,,
11.7,13.6,100,27.8,49.2,5.1
31.4,,100,,,
15.9,,,,59,
,,,,,
9,3.1,,,,
,9.8,,,,
,,,,,
,,100,,,
3.2,2.3,,,,
10,,,,,
,,,,,0
,,,,,
,,,,,
,,,,,
,7.2,,,,
,,,,,3
1.7,14,25,45,100,0
,,,,,
44.4,,,,,
73.2,13.1,100,1.2,,55.6
,,,,,
,,,,32.3,3.8
,,,5,,
,,,,,
,,,,,
9.9,11.7,100,28.9,51.9,0.5
,,,21.9,,
17.1,,100,,55.2,7.3
8.4,10.5,100,15.2,76.8,2.5
25.2,17.1,,7.9,68.7,
,7.8,,,,
,,,,52,
,17.3,,7,76.5,
,,,,46.6,
100,,,,76.4,
8.1,14,194.1,11.9,39.9,6.5
,,,,,14.2
,12.5,,,,
44,13.1,,,,
,,,,,
,,,,,
16,20,50,3,30,0
13,6,,,,
,9,,,,25
0.6,,100,,,0.6
,,,,,
,,,0,,
,,,,,
,,,,,
,,,,,
,,,,,
32,8.8,100,17.8,73,5.5
,,,,,
,,,,,
,9.8,,,,38.9
17.2,,100,14.1,,1.7
,,,,,50
,,,,,
3.6,10.5,100,7.6,60,2.1
,,,,,
13.3,10.2,,,,
0,,0,10,65,0
,,,,,
,10.9,,3.5,,14.8
,,,,,
64.9,7.6,,,55.1,45.9
,,,,60.2,17.1
,0,0,20,50,0
18.1,,,,,0
,20,,4.7,26.9,0
,,,,,
,,,7.5,,
,,,,,
,,,,,
70,,,,,
78.4,,100,5.7,60,63.3
23.8,4,100,2.1,,8
,,,,,
,18.1,,7.5,,49.5
,,,,,
19,12,100,28.9,60.3,10.5
,,,,,
,23.6,,,,
,,,,,
,,,,,
,11,100,6.1,46.9,14.2
25,18,,,,
,,,0.5,,67
,,0,,,8.9
65,11.3,,7.5,70,0
32.3,14.9,100,4.7,46.7,10.2
,,,,,
,,,,,0
3,,0,,,4
5.6,4,0,18.2,25.2,0
68.6,14.7,,,,61.5
,,,,,75
37.5,12.8,,15.1,,33.3
50,18.8,100,23.6,67.5,4.7
19,20,100,18.7,68.5,0
,,,,,
7,,,,,
82,7.8,100,2.9,75.2,57.7
,,,,,
7.2,,,,81.2,
69.1,9.8,100,,75,53.5
42.1,7.5,100,,,
55.6,11.9,,2.9,58.3,16.7
,,,,,
,,,,,
,,,,100,
,11,,,40,3.6
,,,,,
,,,22.9,,0
,,,,,
,,,,,7.5
,,83.1,,,
19.2,10.8,100,19.4,87.3,3.6
,,,,,
,,,,,
13.7,13,100,34.7,,
,,,,,
,2.6,,,,1
,,,,,
0.5,2.4,100,22.6,16.5,0.5
11.5,,100,,,
,,,,,
11.7,9,100,10,,1.5
,,,,,2.1
17.8,,,,16.6,
,,,,,
8,,,,,
,,,,,
,7,,,,
,,100,,100,3.5
,,,,,
,,,,,
,,,,,
,,,,,
,10.3,,29.1,,0
,,,,,
19.5,7.8,85.7,18.5,34.1,3.7
,,,10,,0
,,,,,
69.1,7.2,,,,
,,,,,
23,,,29.2,,
17.5,9.5,100,27.1,69,5
,,,,68,0
47,19.3,100,22,91,1
62,12,0,24.9,97.8,3.3
,7.9,100,,,
12.7,14,102,19.8,98.5,2.7
,16.5,,,90.5,1.8
17.7,8.1,100,23.4,100,0
42,17.4,100,20,98,1.7
,,,,,
,,,,68,
11,11.6,0,23,26,0
,19,,15.2,,4
,11.1,,19.2,57.5,5.1
64.3,8,,17.6,51.8,32.2
10.3,9.5,100,22.1,49.3,5.5
10.7,6.8,100,27.1,60,
19,11.3,100,16.7,82.4,5.5
,,,,,
11.3,9.4,100,16.9,81.5,4.3
14.8,10.3,100,17.4,85.4,3.2
32.5,5.2,100,20,81,1.3
,,,,,
11.9,13.4,99.4,21.4,89,2
31.4,9.4,100,12.4,71.6,2.2
5.9,8.2,100,16.9,36.1,3.8
,,,28.1,,0
,,,,,
,,,15.2,,2.4
,8.5,,,,2.5
,,,,,
21.6,9.2,,17,77.6,0
41,9,100,,,0
,,,18.5,,0
,,,,,
,,,,,0
88.8,5.7,100,10.8,80.9,0
36,6,100,14.4,25,0
36.3,7.7,,28.7,,4.3
52.7,6.4,100,8.7,58.3,2.5
48.1,5.8,,11.4,,0
,,,,,11
,12,,,,
63.6,8.4,100,8.7,46.1,25
17.7,15.6,100,9.9,96.8,2.7
6.8,9.9,100,,,0.7
24,,,,46,
,,,3.5,,
6.2,6.2,,,,0
21,7.5,100,18.5,63.7,6.7
,,,26.6,,28.6
16.1,9.3,100,26.1,56,13.9
6.7,8.9,,23.7,67.5,0
,,,,,
15.7,14.9,,,,
37.9,12,,,,5.6
28.3,15.9,100,18.6,55.4,0
,9.2,,,,17.6
76,,100,,,
,10.1,,12,,7.6
,,,,,
,,,,,
10,,,,,
,,,,,
,13.3,100,,60.5,
,,,,,
20,,,,,
,11,,,,4
,,,,,
,,,,,
,,,,,
35.5,7.7,100,25,69.2,4.4
,,,,,
,,,,,
,,,,,
,,,,,
71.4,5.1,100,11,61.5,34.4
50,9,0,30,20,
,,,,,
,,,,,
,,,,,
25,,,,,
0,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
67.2,10,,,,24.4
,,,,,
25,4.8,,35.6,,7.2
25,4.8,,35.6,,7.2
25,4.8,,35.6,,7.2
,,,,,
25,4.8,,35.6,,7.2
16.2,3.3,,,,0
,,,,56.2,
,,,,,
,,,,,
,,,,,
,,,,,
48.4,,,,,
46.5,7.3,100,17.9,54.2,23
100,,,,,33.3
0,0,0,15.8,17.5,33.3
11.5,14.2,,,79,
,,,,,0
,,,,,
9.4,7.4,,,,1.1
21,14,100,10,,20
,,,,,50
,,,,,
,,,,,
21.8,10.8,,14.5,59.1,9.9
,,,,,25
36.4,,,,,
52.7,3.7,100,30.5,47.6,1.4
27.7,,,8.3,,17.2
,,,,,
1,11,95,18,41,1
,,,,,
,12,,15,130,5
,,,,,
,,,,,
,2.3,,32.5,,2.2
,,,0,,0
14.2,9.6,100,28.6,73,0
11.3,7.6,,,45,
,,,,,
81,12.3,,,,22.7
4,6,100,10,100,0
,,,,,
,,,,,
96.8,4,100,5.7,43,100
,,,,,
70,3.4,100,26.5,61.2,58
100,,100,,,
63.6,,100,23.1,,33.3
25.3,8.4,100,16.8,38,12
,,,,,
37.6,13.4,,,25.3,15.7
,,,,,
,,,,,
,,,0,,
,11.9,,,,
38.2,19.3,0,12,57.8,0
,,,,,
,,,,,
,,,,,
,,,,,
25.2,10,100,6.9,31.3,
,,,,21.5,
,12.1,,,,
,9.4,,,,
,,100,,,0
26.5,16.7,100,3.7,61.2,4.3
,16,,,,
,,,,61.8,4
14.8,,,,62,2.9
38,21.5,100,20.5,62.4,2.2
,13.3,,19.3,,21.1
,,100,,,6.6
18.7,14.5,100,18.1,,9.7
13.3,6.9,0,18.6,63.7,1.5
14.6,12.4,187.5,19.7,63.2,0.7
,,,,,
28.7,10.2,0,12.5,53.1,6.5
37.7,6.4,133.3,12.9,65.2,8.3
,,100,,,
,15.1,,,,0.8
,12,,12.5,95.3,2
,,,,,
,,,4.9,,0
,,,,,0
13,,,20,,
,,,,,
,8,100,36.5,49.3,0
,,,,,
,,,,,
,,,,,
6.3,14,0,21.3,57.3,0
21.9,9.6,,,,6.6
26.8,6.5,,,,
45.5,4.3,,,,
,,,,,
,12.7,,,,
,,,,,
0,0,,20,0,0
,,,,,
,,,,,
16.5,,100,6,64.7,1.8
40,11.9,100,11.7,89.1,14.1
,,,,,
,,,,,
,,,,,
34.3,17.2,,,,11
,,,43,,17
11.2,17,100,,,
,,,,,17
,,,,,5
,,,,,
,,,,100,
,,,9.1,,2.9
30,6,100,9,30,0
16,4,20,20,70,8
,6.1,,19.9,,17.6
,,,,,
,7.3,,,,0
17.1,7,,,,
7.8,14.2,,,,0
,,,,,
18.4,10.5,100,,68.4,3.3
6.4,10.2,100,,62.8,1.4
,,,,,
,,,,,
,9,,1.8,,
13.7,,,,,1.4
100,,20,,,
,,,,,
,,0,,,
,,,,,
,,,,,
,,,,,
,,,,,
8,,0,,40,
75,11.6,,,,
100,3,0,0,50,0
6,,,,30,0
,,,,72,8.3
,,,,,
28.9,17.6,,,46.7,
,,,,,
,,,,,
,,,,,
,,,,12.5,1.9
,6.2,,,,7.7
44,14.8,,6.6,,26.9
,,,,25,
,,,,,
60,,,12,,
,,,,,
70,,0,,,
63.2,,100,,,32.7
12,16,100,15,35,0
72,,0,,,
100,1,,1,60,0
,,,22.9,,0
15,2,0,20,18.3,0
,12,,,,48.2
,,,,,0
,,,,,
,,,,,
42.9,5.7,100,4.5,45,50
13.9,8.7,0,27.1,39.6,3.1
66.9,6.5,100,9,28,42.9
27.7,12,83.3,18.7,42.8,11.2
67.9,,100,,,48.4
18.7,13,0,34,55,17
,,,,,
1,,,41,,0
55,6.5,100,,,26
,,,,65,
2.3,5.6,,37.6,,8.3
,,,,,
,,,,,
3.4,8.3,,21.9,,3.4
,,,,,
,,,,,
,,,,,
70.5,,100,,,69.2
,,,14,,17.4
23,22,100,10,77,3.8
30.9,,100,,,4.9
,,,,,
,,,,,
52,7.7,100,15,74,7.2
16.5,14,100,17.9,,9.1
25,14.7,100,12.6,89,5.8
29,13,100,9,,10
51.6,,100,11.8,100,4.5
,14,,,,
,,,,78.2,
28.2,14,100,9.6,85,4.9
,12.4,100,11.2,,37.5
25.4,20.2,100,9.8,100,5.5
16.1,11,100,17,70.1,1.8
21.4,12,100,13.3,,2.6
,,,,,
,,,,,
25,10.5,100,7,49.6,4.4
,10.2,,,,
,,,,,
,,,,,
,5.4,,,,0
,3.1,,,,
,,,,,
0,,,,,
76.9,,100,,,
,,,4,,0
88.5,3.2,,0.1,,100
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
36.3,2.1,0,9.8,88.4,0
,,,,,
33,,,,38,
,,,,,
,,,,,
25.4,5.7,,,,
,,,,,
35,,,32,,20
,,,30,,35.4
31.8,9.1,,25,,12.2
23,,100,,40,10
,14,,,,
49.4,4.7,100,,,
,,,,,
5.3,13.4,100,22.5,77.2,1.2
,,,8.2,,
,,,,,
32.2,,,,,8.5
,,,,,
68,,,10,,10
,,,,,
,,,,,
,13.1,,,43.1,
20.7,9.2,0,33.5,24.5,5.8
,,,,,
,,,,,
,,,21,,
14.7,12.3,100,17.8,67.2,2.8
25.6,10.3,100,13.5,37.7,0
,,,,,
,,100,4.5,,11.2
17.6,16.2,,24,,
16.4,,,,79.9,
,2,,,,
,,,,,
,,,15,,50
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,12.9
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
31.8,16.7,,,,
,,,,,
,,,35,,
,,,,,
,,,20,,10
,11.3,,,,
7.4,,,,,
,,,0,,0
,,,,,
,,,,,0
20,,,,,
,,,,,
47.1,5,100,,,11.3
0,19.2,0,22,23.4,2.9
0,,,,,
,,,,,
0,0,,20,0,0
75,8.5,100,23,,0
,,,,,
5.5,16,,15,,0
,,,,,
,,,,,
,,,,,
22.2,,,,,33
,,,,,
71,,0,,,
100,,,,,
,,,,,
,24,,,,33.3
,,,0,,
,,,,,0
8,20,,16,,
,,,9.5,,
28.5,3.6,100,43.8,36.7,50
36,4.4,100,20,73,
,8.9,,,40,
20,11,100,,46.7,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
44,,,,,
,19,,,44,
,,,,,
23,,100,5.5,53.3,2.9
,,,,,
11.3,5.5,100,19.5,56.6,2.6
16.2,7.3,,,,0
,,,,,
,3.8,,3.7,,
11.8,16.6,100,26.6,54.1,2.2
,,,,,
16.6,,100,,,1.4
5.2,5.3,,23.6,58.4,1.1
9.9,,,13,51.4,
,,,,,
19,,,,64,
16.4,,,,58.5,
,,,,,
,,,,,
,,,,,
,,,,,
,,,10,,
12.3,13.5,,,,
,,100,,,
6.3,2,,7.5,,10
,,,,,
24.5,,,,,1.9
,,,,,
0.5,,100,10,,0
,,,,,
,,,,,
,,,,,
,,,,,40
,,,,,
,,,19,,50
,,,,,
,,,,,
,,,,,
,12.9,,,,22.7
,,,,,
,,,,,
10,,,,,
,,,,,
0,,,,,
,,,,,
,,,,,
14.6,,,,,
,,,,,
,,,,,
,,,0,,
,,,,,
,,,,,
,,,,,
13.4,,100,5.7,55,
,,,,,
22.2,,100,33,,
,,,,,
,14.5,,15.2,,12.1
,,,24,26.9,
,,100,1.3,50,66.7
,,,,,
,9.8,,15,,3.2
0,0,0,10,100,20
17.7,7.6,,,,7.2
,,,,,
7.6,12.9,,32.4,53.6,3.2
,,,,,
,,,,,
,,,,70.5,
,,,,46.7,7.4
29,,100,,,11
17,,,15.8,,0
,,,,,
,,,,,
,,,,,0
,,,,,
,,,,,
75,15.5,,,,
,,,,,
,,,,,
63.2,7.5,100,3.5,63,47
,,,,,
32,12,100,17.5,75.3,50
,10.3,,,60.6,39
,,100,12.5,52.6,
63.7,10.3,,18.4,50.2,13.9
,14.2,,,,17.2
